[<code>
// DUMP pour le terme 'France' (eid=87987)
// NE PAS TENIR COMPTE DE L'ORDRE DES RELATIONS DANS CE DUMP

<def>
<br>
1. Gellé Frères France est une société française dans le domaine de la parfumerie et de la cosmétique. Elle a été fondée en 1826 à Paris.<br>
2. France : Pierre Bayle, Émilie du Châtelet, Étienne Bonnot de Condillac, Nicolas de Condorcet, Denis Diderot, D'Alembert, Olympe de Gouges, Vincent de Gournay, D'Holbach, Fontenelle, Claude-Adrien Helvétius, Marquis de La Fayette, Antoine Laurent de Lavoisier, La Mettrie, Louis de Jaucourt, Choderlos de Laclos, Marquis de Sade, Marivaux, Jean-François Marmontel, Molière, Pierre Louis Moreau de Maupertuis, Montesquieu, François Quesnay, Restif de la Bretonne, Antoine Destutt de Tracy, Anne Robert Jacques Turgot, Voltaire, Buffon, Jean-Jacques Rousseau.
</br></br></def>



// les types de noeuds (Nodes Types) : nt;ntid;'ntname'

nt;1;'n_term'
nt;2;'n_form'
nt;666;'n_AKI'
nt;777;'n_wikipedia'

// les noeuds/termes (Entries) : e;eid;'name';type;w;'formated name' 

e;87987;'France';1;4535
e;77735;'Europe';1;3809
e;50364;'Europe centrale';1;82
e;139892;'Terre';1;3614
e;160615;'Union Européenne';1;70
e;10970508;'L'Union européenne';777;0
e;218114;'Europe&gt;40355';1;42;'Europe&gt;continent'
e;142222;'UE';1;86
e;113743;'port';1;3594
e;11412915;'l'Union européenne';777;0
e;15281918;'en:the European Union';1;0
e;28353;'Hauts-de-Seine';1;1567
e;218698;'étendue d'eau';1;104
e;227955;'port&gt;123977';1;26;'port&gt;maritime'
e;164810;'union européenne';1;52
e;14966117;'en:European Union';1;0
e;99918;'Cergy';1;50
e;29132;'Bouches-du-Rhône';1;1540
e;68804;'Toulouse';1;3309
e;2566473;'Ville rose';1;0
e;113317;'Paris';1;3888
e;139779;'ADN';1;1254
e;11298;'Bretagne';1;3691
e;190970;'France métropolitaine';1;50
e;146642;'Alpes';1;2793
e;86325;'Afrique-Équatoriale française';1;52
e;4273280;'Centre-Val de Loire';1;8
e;3145;'Corse';1;2751
e;76673;'Épinay-sur-Seine';1;50
e;138334;'Nord';1;3806
e;9183;'Épernay';1;54
e;15399;'Lyon';1;3495
e;2423883;'La Couvertoirade';1;0
e;127899;'SNCF';1;2061
e;53528;'Marseille';1;3767
e;41134;'Vienne';1;3485
e;145100;'Centre';1;3441
e;77696;'Île-de-France';1;2548
e;90968;'Lorraine';1;3548
e;26879;'Seine';1;2979
e;11552;'Strasbourg';1;2970
e;144632;'Bordeaux';1;3079
e;56873;'Manche';1;3474
e;107013;'Nantes';1;3007
e;121891;'Loire';1;3370
e;15521;'Rennes';1;2773
e;47385;'Auvergne';1;2872
e;117847;'Moselle';1;3486
e;62628;'Alsace';1;3040
e;76070;'Rhône-Alpes';1;2768
e;45055;'Rhône';1;3150
e;39796;'Saint-Denis';1;2543
e;33379;'Aude';1;86
e;143890;'Ain';1;1620
e;59124;'Savoie';1;3321
e;88172;'Orléans';1;683
e;138828;'Bourgogne';1;3457
e;105406;'Tours';1;2509
e;78449;'Reims';1;2762
e;51588;'Pyrénées';1;2399
e;213995;'Paris&gt;159560';1;384;'Paris&gt;capitale de la France'
e;12431;'Landes';1;2191
e;146491;'Marne';1;3607
e;136681;'Hérault';1;686
e;24510;'Oise';1;592
e;73362;'Brest';1;2615
e;98751;'Jura';1;3018
e;35750;'Vendée';1;2381
e;25591;'Garonne';1;96
e;11109;'Aquitaine';1;254
e;58910;'Laval';1;2686
e;95914;'Pas-de-Calais';1;2936
e;66375;'Versailles';1;2948
e;4002;'Somme';1;2894
e;144475;'Aube';1;1999
e;100874;'Grenoble';1;2403
e;48193;'Aisne';1;3085
e;27424;'Isère';1;1530
e;51028;'Languedoc-Roussillon';1;1453
e;55095;'Guadeloupe';1;1433
e;110026;'Besançon';1;792
e;140229;'Réunion';1;2290
e;93687;'Midi-Pyrénées';1;2546
e;42463;'Essonne';1;66
e;65583;'Saint-Étienne';1;2250
e;53625;'Ardennes';1;2084
e;106631;'Clermont-Ferrand';1;1230
e;39036;'Ille-et-Vilaine';1;60
e;84108;'Val-de-Marne';1;141
e;28360;'Dijon';1;1643
e;57345;'Nîmes';1;1106
e;12304;'Dordogne';1;2719
e;138087;'Orne';1;60
e;90974;'Limousin';1;74
e;114003;'Blois';1;2222
e;140875;'Havre';1;2323
e;248813;'France d'outre-mer';1;50
e;32555;'Haute-Savoie';1;2902
e;160379;'PACA';1;98
e;97185;'Amiens';1;54
e;34445;'Picardie';1;2847
e;27201;'Seine-et-Marne';1;2864
e;68712;'Aveyron';1;116
e;51598;'Gers';1;1733
e;129623;'Thiers';1;359
e;57288;'Auxerre';1;54
e;105214;'Douai';1;50
e;13317;'Clermont';1;2077
e;90775;'Gironde';1;2433
e;133107;'Haut-Rhin';1;2873
e;173339;'Paca';1;50
e;142485;'Provence-Alpes-Côte d'Azur';1;60
e;137282;'Calvados';1;3321
e;47822;'Indre-et-Loire';1;58
e;27365;'Troyes';1;1949
e;120879;'Antony';1;58
e;37581;'Puy-de-Dôme';1;2980
e;63618;'Dunkerque';1;1507
e;24771;'Franche-Comté';1;1415
e;87342;'Ardèche';1;130
e;87132;'Pyrénées-Orientales';1;858
e;25654;'Charente-Maritime';1;2488
e;8904;'Carcassonne';1;52
e;7934;'Loire-Atlantique';1;1915
e;8980;'Chartres';1;1130
e;119994;'Bourges';1;263
e;132307;'Charente';1;2018
e;84409;'Haute-Garonne';1;2672
e;21862;'Rochefort';1;1333
e;112541;'Hautes-Pyrénées';1;1475
e;35698;'Beauvoir';1;86
e;56648;'Corrèze';1;2120
e;39864;'Allier';1;2512
e;38768;'Yonne';1;2088
e;137564;'Cambrai';1;60
e;82211;'Annecy';1;54
e;39293;'Mulhouse';1;1595
e;91613;'Calais';1;104
e;624;'Indre';1;54
e;98471;'Lens';1;1420
e;11569;'Beauvais';1;54
e;51356;'Béziers';1;66
e;118092;'tour Eiffel';1;116
e;97120;'Vannes';1;54
e;46788;'Eure';1;2530
e;117777;'Châteauroux';1;52
e;141565;'Die';1;2801
e;19183;'Nord-Pas-de-Calais';1;2322
e;47724;'Lot-et-Garonne';1;838
e;106375;'Narbonne';1;64
e;55896;'Sarthe';1;2598
e;95966;'Haute-Marne';1;1259
e;62724;'Loir-et-Cher';1;1965
e;34893;'Colmar';1;52
e;110423;'Pau';1;54
e;173349;'Pays de la Loire';1;48
e;57259;'Pyrénées-Atlantiques';1;2997
